depth,width,n_params,instance_idx,method,verdict,wall_s,timeout_s,x_0_seed,eps,spec_threshold,empirical_max,ground_truth,amls_bounded_eps_2_upper,amls_levels_used,cex_x,cex_y,error,timestamp
24,512,5782017,0,alpha_beta_crown,TIMEOUT,327.18,300,1690515882,0.1000,0.323607,-0.000000,unsat,,,,,,2026-05-03T11:11:26.281133+00:00
