benchmark,onnx_file,vnnlib_file,verdict,wall_s,vnncomp_timeout_s,m,ell,epsilon,coverage,coverage_empirical,coverage_n_test,confidence,cex_x,cex_y,error,timestamp
tllverify_2023,tllBench_n=2_N=M=8_m=1_instance_0_0.onnx,property_N=8_0.vnnlib,UNSAT,46.0,600,8000,7999,0.001,0.9990,1.0000,1000,0.9970,,,,2026-05-01T23:08:39.711445+00:00
