benchmark,onnx_file,vnnlib_file,verdict,wall_s,train_s,verify_s,vnncomp_timeout_s,coverage,q,epsilon_total,delta_total,amls_bounded_eps_2_upper,amls_bounded_detected_unsafe,amls_levels_used,cex_x,cex_y,error,timestamp
dist_shift_2023,mnist_concat.onnx,index7901_delta0.13.vnnlib,UNSAT,63.0,50.7,11.3,300,1.0000,4.4280,0.0010,0.9960,3.1125e-30,False,30,,,,2026-05-01T23:00:22.472970+00:00
