benchmark,instance,verdict,wall_s,train_s,verify_s,timeout_s,coverage,q,epsilon_total,delta_total,amls_bounded_eps_2_upper,amls_bounded_detected_unsafe,amls_levels_used,cex_x,cex_y,error,timestamp
cifar100_2024,CIFAR100_resnet_medium.onnx+CIFAR100_resnet_medium_prop_idx_7641_sidx_1041_eps_0.0039.vnnlib,UNSAT,70.6,50.8,17.6,100,0.9995,9.9044,0.0010,0.9960,3.1125e-30,False,30,,,,2026-05-01T23:26:05.142201+00:00
