benchmark,instance,method,hp_name,m,n_train,flow_epochs,scenario_n_samples,verdict,wall_s,vnncomp_timeout_s,coverage_empirical,coverage_n_test,q,epsilon_total,delta_total,flow_loss_curve,ground_truth,ground_truth_source,soundness_flag,error,timestamp
yolo_2023,patch-1.onnx+spec_onnx_patch-1_idx_00559_0.vnnlib,ours,tiny,,500,500,250,UNSAT,108.9,350,1.0000,,13.4657,0.0010,0.9960,"[0.517212986946106, 0.6026034355163574, 0.5589267015457153, 0.5439682006835938, 0.5169366002082825, 0.491441547870636, 0.4698474705219269, 0.44056347012519836, 0.4433230459690094, 0.4147026538848877, 0.4010562598705292, 0.40837734937667847, 0.3681941628456116, 0.3798261880874634, 0.3602645993232727, 0.3308136761188507, 0.3399130403995514, 0.2977723479270935, 0.2998761534690857, 0.2872103452682495, 0.2924986183643341, 0.26179367303848267, 0.2600923776626587, 0.250630259513855, 0.26384732127189636, 0.25095057487487793, 0.23786351084709167, 0.22478701174259186, 0.24171128869056702, 0.23707489669322968, 0.2563486099243164, 0.2078942209482193, 0.2036714255809784, 0.23632127046585083, 0.22786284983158112, 0.2143712192773819, 0.26052719354629517, 0.2649137079715729, 0.18518665432929993, 0.2207213044166565, 0.213835209608078, 0.2011840045452118, 0.19178783893585205, 0.21884366869926453, 0.19863992929458618, 0.19154605269432068, 0.2222088724374771, 0.17189376056194305, 0.18868234753608704, 0.16376323997974396, 0.17323993146419525, 0.1904764473438263, 0.1775035411119461, 0.1946200132369995, 0.16963116824626923, 0.1918371170759201, 0.17401112616062164, 0.1567707359790802, 0.1490417867898941, 0.18512839078903198, 0.1424616426229477, 0.16233201324939728, 0.18108588457107544, 0.16962678730487823, 0.1683083474636078, 0.1954890489578247, 0.12774398922920227, 0.1314694583415985, 0.1413327306509018, 0.1407920867204666, 0.1555330753326416, 0.15561002492904663, 0.14171630144119263, 0.13964930176734924, 0.12530601024627686, 0.1447853446006775, 0.12021267414093018, 0.15625640749931335, 0.13578924536705017, 0.1087823212146759, 0.12412025034427643, 0.12190103530883789, 0.10757037997245789, 0.09929080307483673, 0.11671636253595352, 0.11132341623306274, 0.11831718683242798, 0.13988971710205078, 0.11383417248725891, 0.10899454355239868, 0.1347595751285553, 0.14311271905899048, 0.127895325422287, 0.10778716206550598, 0.12086524814367294, 0.11944969743490219, 0.1077520027756691, 0.1090172752737999, 0.10566987097263336, 0.12188363820314407, 0.09015116840600967, 0.1149388775229454, 0.10905494540929794, 0.1166156679391861, 0.0904034897685051, 0.11660298705101013, 0.1034601703286171, 0.09488853812217712, 0.09798308461904526, 0.10652518272399902, 0.09320550411939621, 0.09578265994787216, 0.12283553183078766, 0.12552957236766815, 0.0903211385011673, 0.11564445495605469, 0.0909399762749672, 0.08577191829681396, 0.10045028477907181, 0.10655730217695236, 0.09000030905008316, 0.09640395641326904, 0.08677413314580917, 0.10292451828718185, 0.10699315369129181, 0.10480078309774399, 0.09123338758945465, 0.09551125764846802, 0.08947453647851944, 0.10417157411575317, 0.10291575640439987, 0.07707397639751434, 0.07639075070619583, 0.09016826003789902, 0.10618562996387482, 0.08913525193929672, 0.11106068640947342, 0.08690851926803589, 0.0800127312541008, 0.07552409917116165, 0.09398753196001053, 0.07932619005441666, 0.0983172208070755, 0.0696670264005661, 0.10747901350259781, 0.07652384042739868, 0.09275401383638382, 0.08261360228061676, 0.06999856233596802, 0.08128158748149872, 0.09109799563884735, 0.09236455708742142, 0.0815386101603508, 0.08257626742124557, 0.07628072798252106, 0.06232329085469246, 0.07095563411712646, 0.07994019240140915, 0.08084633946418762, 0.07062599807977676, 0.09552987664937973, 0.0753016397356987, 0.07580636441707611, 0.07639589160680771, 0.07867155969142914, 0.07894888520240784, 0.06932278722524643, 0.08413531631231308, 0.06167495250701904, 0.0791257917881012, 0.06484075635671616, 0.0795944407582283, 0.0634462833404541, 0.061716895550489426, 0.06542865186929703, 0.05487799644470215, 0.0616103895008564, 0.06555719673633575, 0.07736743986606598, 0.06391070038080215, 0.06401105225086212, 0.07234959304332733, 0.07625856250524521, 0.07259268313646317, 0.06604832410812378, 0.06787800788879395, 0.06171456724405289, 0.07017065584659576, 0.09286975860595703, 0.08698700368404388, 0.06675927340984344, 0.0685068815946579, 0.07461416721343994, 0.06402283161878586, 0.04926661029458046, 0.0606650710105896, 0.08372996747493744, 0.06992335617542267, 0.06428714841604233, 0.0779009535908699, 0.045864783227443695, 0.054642822593450546, 0.05173465982079506, 0.07808595895767212, 0.05154138058423996, 0.08118128776550293, 0.06321236491203308, 0.07139617949724197, 0.06905192881822586, 0.06391476839780807, 0.05185956135392189, 0.05898793414235115, 0.07173727452754974, 0.06396842747926712, 0.06249000132083893, 0.06294109672307968, 0.05633890628814697, 0.06528095155954361, 0.05213165283203125, 0.06210535764694214, 0.058385513722896576, 0.06847868114709854, 0.054917290806770325, 0.05028282478451729, 0.06450822949409485, 0.05383751168847084, 0.07426417618989944, 0.07507489621639252, 0.05915524438023567, 0.062493834644556046, 0.061090175062417984, 0.0857769027352333, 0.06154240667819977, 0.06601965427398682, 0.055041052401065826, 0.05738326534628868, 0.05786293372511864, 0.045142099261283875, 0.07515175640583038, 0.04404127597808838, 0.04873533174395561, 0.05196104571223259, 0.07113457471132278, 0.052578989416360855, 0.06279640644788742, 0.05447215959429741, 0.05501645430922508, 0.05996810272336006, 0.052041810005903244, 0.0483175665140152, 0.047934480011463165, 0.0751175582408905, 0.056486718356609344, 0.04807349666953087, 0.060527339577674866, 0.056871552020311356, 0.06342950463294983, 0.056257642805576324, 0.05460695922374725, 0.04583201929926872, 0.057316020131111145, 0.05795721709728241, 0.05214967206120491, 0.05128372833132744, 0.05174020677804947, 0.06351939588785172, 0.05400339886546135, 0.05024528130888939, 0.06759301573038101, 0.06746948510408401, 0.041851114481687546, 0.04780079424381256, 0.049166321754455566, 0.06289559602737427, 0.047448236495256424, 0.06468803435564041, 0.05978365242481232, 0.05783795565366745, 0.05445491522550583, 0.05287471413612366, 0.05184631049633026, 0.06543466448783875, 0.04980851337313652, 0.053928423672914505, 0.07376459240913391, 0.0579015389084816, 0.06121756508946419, 0.04983067512512207, 0.05189970135688782, 0.0540335588157177, 0.04216710105538368, 0.06946585327386856, 0.0635099783539772, 0.050761666148900986, 0.05449274554848671, 0.05820314586162567, 0.05378393456339836, 0.04921019822359085, 0.041785310953855515, 0.05577808618545532, 0.03444436192512512, 0.04606233164668083, 0.045927200466394424, 0.055893488228321075, 0.053681381046772, 0.06272512674331665, 0.047233015298843384, 0.05394677817821503, 0.06413649022579193, 0.057984910905361176, 0.04214293509721756, 0.05254343897104263, 0.048236094415187836, 0.07467937469482422, 0.053379133343696594, 0.07011032104492188, 0.05089384317398071, 0.06559326499700546, 0.06660301983356476, 0.05230572074651718, 0.035843558609485626, 0.05006624758243561, 0.06734894216060638, 0.08506618440151215, 0.05424521863460541, 0.04301575571298599, 0.04282616078853607, 0.051026422530412674, 0.0510101355612278, 0.05830581113696098, 0.05349544808268547, 0.04769795760512352, 0.049618180841207504, 0.05214892700314522, 0.047879669815301895, 0.05063065513968468, 0.05271279439330101, 0.054468344897031784, 0.04743292182683945, 0.06552362442016602, 0.04862627387046814, 0.06063726171851158, 0.0519745834171772, 0.04295692965388298, 0.047196827828884125, 0.053450699895620346, 0.05029553547501564, 0.04954827204346657, 0.03254202380776405, 0.060850903391838074, 0.049445413053035736, 0.07022697478532791, 0.05454126372933388, 0.05768711492419243, 0.04668217897415161, 0.04748743399977684, 0.04141491279006004, 0.06475185602903366, 0.0593244731426239, 0.05678896605968475, 0.03616945818066597, 0.05528707802295685, 0.0532904677093029, 0.053680356591939926, 0.05452365055680275, 0.04815734550356865, 0.05492059513926506, 0.050361115485429764, 0.05263981968164444, 0.04475780203938484, 0.05053359642624855, 0.06841766834259033, 0.04911811277270317, 0.05691402778029442, 0.05046818405389786, 0.05603424832224846, 0.05083668231964111, 0.059221379458904266, 0.060123760253190994, 0.0620226226747036, 0.09143135696649551, 0.06359342485666275, 0.05464242771267891, 0.05614645406603813, 0.060575976967811584, 0.04495459422469139, 0.046955469995737076, 0.061895329505205154, 0.043124232441186905, 0.06236104667186737, 0.04884694889187813, 0.044801827520132065, 0.04950970783829689, 0.04300525784492493, 0.05514899641275406, 0.04620583727955818, 0.06120285764336586, 0.037179138511419296, 0.04331742227077484, 0.04681135714054108, 0.045874278992414474, 0.056982725858688354, 0.06721101701259613, 0.05560019239783287, 0.05045592039823532, 0.06454965472221375, 0.056144945323467255, 0.06828998774290085, 0.05030065402388573, 0.04012515768408775, 0.03885743021965027, 0.03759220242500305, 0.04089197888970375, 0.04871634021401405, 0.05732928216457367, 0.05535871535539627, 0.05930577591061592, 0.0455414280295372, 0.05783240869641304, 0.0460960790514946, 0.06071808934211731, 0.058290597051382065, 0.04285871610045433, 0.04711087420582771, 0.048973530530929565, 0.05417078733444214, 0.050321102142333984, 0.044220488518476486, 0.05350964516401291, 0.05636521801352501, 0.0477081760764122, 0.08515486866235733, 0.0481664277613163, 0.0474044531583786, 0.048201560974121094, 0.08256231248378754, 0.042717959731817245, 0.06043662875890732, 0.0657506138086319, 0.05658983811736107, 0.058160290122032166, 0.04852566123008728, 0.052702806890010834, 0.04657099395990372, 0.044775232672691345, 0.046254754066467285, 0.049679502844810486, 0.06161835417151451, 0.049970708787441254, 0.04747786372900009, 0.04788926988840103, 0.0360102504491806, 0.052170224487781525, 0.04327821731567383, 0.0529683418571949, 0.05349675938487053, 0.04168694466352463, 0.054539620876312256, 0.05819201096892357, 0.0495939739048481, 0.06537134945392609, 0.04792764037847519, 0.061356984078884125, 0.047899339348077774, 0.061807047575712204, 0.04016689956188202, 0.06676698476076126, 0.04640107974410057, 0.04946080967783928, 0.05833389610052109, 0.06654971837997437, 0.04807144030928612, 0.06799575686454773, 0.04401356726884842, 0.0606861338019371, 0.04554364085197449, 0.0630229115486145, 0.06777587532997131, 0.03394552692770958, 0.05849402770400047, 0.06125200167298317, 0.04560435563325882, 0.05466270446777344, 0.05264858528971672, 0.04742558300495148, 0.04330394044518471, 0.07346905767917633, 0.04707435891032219, 0.0497460663318634, 0.052223142236471176, 0.06870761513710022, 0.057524073868989944, 0.04536432772874832, 0.04509713873267174, 0.05402887612581253, 0.04877433553338051, 0.06851717084646225, 0.056977529078722, 0.06508529931306839, 0.06735368818044662]",unsat,"alpha_beta_crown,pyrat",ok,,2026-04-28T16:44:37+00:00
yolo_2023,patch-1.onnx+spec_onnx_patch-1_idx_16972_2.vnnlib,ours,tiny,,500,500,250,UNSAT,104.4,350,1.0000,,38.2842,0.0010,0.9960,"[0.46766236424446106, 0.5325489044189453, 0.3869751989841461, 0.38014185428619385, 0.37297406792640686, 0.34377628564834595, 0.3482116162776947, 0.3436660170555115, 0.2991422712802887, 0.2811553478240967, 0.31030917167663574, 0.29334181547164917, 0.25006261467933655, 0.29340797662734985, 0.25873854756355286, 0.19447626173496246, 0.20941446721553802, 0.20120160281658173, 0.17820651829242706, 0.1906970590353012, 0.17985239624977112, 0.19051872193813324, 0.16774645447731018, 0.17294400930404663, 0.16238564252853394, 0.13150376081466675, 0.14194706082344055, 0.14305178821086884, 0.11394376307725906, 0.13021887838840485, 0.12936465442180634, 0.14041437208652496, 0.12276089191436768, 0.15246537327766418, 0.14197315275669098, 0.10911610722541809, 0.12739697098731995, 0.1304154098033905, 0.11803963035345078, 0.1263132393360138, 0.13835178315639496, 0.11031197011470795, 0.09937561303377151, 0.1089199110865593, 0.12889516353607178, 0.1333690881729126, 0.09533096849918365, 0.14519500732421875, 0.10664674639701843, 0.13324445486068726, 0.12487196177244186, 0.11870122700929642, 0.10054819285869598, 0.11813575029373169, 0.09206433594226837, 0.14947646856307983, 0.12192586064338684, 0.11061696708202362, 0.1179763674736023, 0.09379208087921143, 0.1268383264541626, 0.11003503948450089, 0.10767720639705658, 0.10003316402435303, 0.1118304505944252, 0.11004999279975891, 0.10072348266839981, 0.08796492218971252, 0.11578014492988586, 0.08184394985437393, 0.115781269967556, 0.1188681349158287, 0.12823322415351868, 0.10065855830907822, 0.097433902323246, 0.10262919217348099, 0.10905443876981735, 0.11066823452711105, 0.10868744552135468, 0.11785514652729034, 0.10710791498422623, 0.10616390407085419, 0.0888713151216507, 0.1053556352853775, 0.10626309365034103, 0.11363297700881958, 0.11473735421895981, 0.09324779361486435, 0.09042631089687347, 0.10802258551120758, 0.11516640335321426, 0.11250577867031097, 0.10959358513355255, 0.08919401466846466, 0.10349128395318985, 0.08268581330776215, 0.10593735426664352, 0.08404939621686935, 0.08862483501434326, 0.10751869529485703, 0.12316946685314178, 0.09228652715682983, 0.09171701222658157, 0.11025162041187286, 0.10399837046861649, 0.09332013875246048, 0.10782678425312042, 0.11179690808057785, 0.12035093456506729, 0.09017705172300339, 0.12369050830602646, 0.12018484622240067, 0.10753937065601349, 0.0868360623717308, 0.09812378138303757, 0.10175984352827072, 0.1003040000796318, 0.09736470133066177, 0.09234202653169632, 0.10690028965473175, 0.10038650035858154, 0.10669247806072235, 0.10926032066345215, 0.10068636387586594, 0.10253231972455978, 0.09421747177839279, 0.08605502545833588, 0.09860622137784958, 0.09459851682186127, 0.09897715598344803, 0.08916056901216507, 0.10294869542121887, 0.10362256318330765, 0.09586598724126816, 0.10949411243200302, 0.09860489517450333, 0.09577737003564835, 0.08052630722522736, 0.12461443990468979, 0.10254152119159698, 0.09301263839006424, 0.10338305681943893, 0.09309549629688263, 0.09794960170984268, 0.08552040159702301, 0.11653592437505722, 0.08478759974241257, 0.09360083192586899, 0.09730401635169983, 0.0949246734380722, 0.11070087552070618, 0.09142367541790009, 0.0813317745923996, 0.07607375830411911, 0.0960758700966835, 0.10110460221767426, 0.090591661632061, 0.09901899844408035, 0.1150195375084877, 0.08187094330787659, 0.07958140969276428, 0.08962523192167282, 0.10230107605457306, 0.09178219735622406, 0.08618661016225815, 0.08983113616704941, 0.0850769430398941, 0.0950031653046608, 0.10201621055603027, 0.08327145129442215, 0.08077579736709595, 0.10206595808267593, 0.09278545528650284, 0.09162715822458267, 0.08229930698871613, 0.09205733239650726, 0.07675930857658386, 0.10677027702331543, 0.08344558626413345, 0.08069248497486115, 0.08957779407501221, 0.10497964918613434, 0.10116441547870636, 0.09616072475910187, 0.0794786587357521, 0.07610508799552917, 0.11384470015764236, 0.07912543416023254, 0.07551969587802887, 0.09288926422595978, 0.10097989439964294, 0.09675488620996475, 0.07608272135257721, 0.0804947018623352, 0.07943638414144516, 0.067875936627388, 0.09070286899805069, 0.0780099406838417, 0.12240448594093323, 0.07638061046600342, 0.07398398220539093, 0.07196859270334244, 0.08598978072404861, 0.08228664100170135, 0.09817790985107422, 0.09500118345022202, 0.07682698965072632, 0.08203714340925217, 0.06435839831829071, 0.0733225867152214, 0.06994106620550156, 0.0764460489153862, 0.06442142277956009, 0.07390953600406647, 0.09037701785564423, 0.07589007914066315, 0.08845148235559464, 0.08381575345993042, 0.09427688270807266, 0.06225401908159256, 0.08198212087154388, 0.08496560901403427, 0.08308369666337967, 0.07107965648174286, 0.09348573535680771, 0.08357509225606918, 0.07593096047639847, 0.07199423760175705, 0.07939000427722931, 0.10750629007816315, 0.08367393910884857, 0.09266432374715805, 0.08675679564476013, 0.08389513939619064, 0.09916741400957108, 0.07670418918132782, 0.09422917664051056, 0.08325089514255524, 0.07591020315885544, 0.08045586943626404, 0.08036810904741287, 0.08026217669248581, 0.07154817879199982, 0.09616570174694061, 0.06793930381536484, 0.08103597164154053, 0.0952567458152771, 0.07411897927522659, 0.08137959241867065, 0.0774652436375618, 0.07418926060199738, 0.09119681268930435, 0.0696563795208931, 0.06687682121992111, 0.07954362034797668, 0.06652671098709106, 0.07658282667398453, 0.07276862114667892, 0.07472267746925354, 0.07638338208198547, 0.08327706903219223, 0.07915311306715012, 0.08488108962774277, 0.07281471788883209, 0.06914731115102768, 0.06598279625177383, 0.09186358004808426, 0.07276194542646408, 0.08545710891485214, 0.09570685029029846, 0.08493772894144058, 0.07575070112943649, 0.06902656704187393, 0.07426421344280243, 0.08909785002470016, 0.07427974045276642, 0.06944049894809723, 0.08470285683870316, 0.08849005401134491, 0.07208891957998276, 0.08407005667686462, 0.07110730558633804, 0.06510748714208603, 0.06733978539705276, 0.07923208922147751, 0.06561905145645142, 0.06924216449260712, 0.08004924654960632, 0.061078790575265884, 0.08139362186193466, 0.07582739740610123, 0.07466503232717514, 0.07351706922054291, 0.0850454717874527, 0.06780469417572021, 0.09061940759420395, 0.07611400634050369, 0.06922179460525513, 0.07092005014419556, 0.0741962268948555, 0.07406961172819138, 0.07177045196294785, 0.08416638523340225, 0.06711798161268234, 0.06681089848279953, 0.06648460030555725, 0.06648615747690201, 0.06761317700147629, 0.07638294249773026, 0.0690680742263794, 0.07742996513843536, 0.06111617013812065, 0.07078690826892853, 0.07186995446681976, 0.07019094377756119, 0.07697697728872299, 0.06468813121318817, 0.05907720699906349, 0.05205459147691727, 0.07541240006685257, 0.0524633526802063, 0.06833834201097488, 0.07369836419820786, 0.08029202371835709, 0.06598572432994843, 0.07330501824617386, 0.08178633451461792, 0.0805361196398735, 0.06678281724452972, 0.07159523665904999, 0.0806599035859108, 0.06928389519453049, 0.08657597750425339, 0.07318121194839478, 0.07013265043497086, 0.06760019063949585, 0.07229242473840714, 0.052912868559360504, 0.06362748146057129, 0.09709535539150238, 0.0739966481924057, 0.06834205985069275, 0.07234692573547363, 0.0581514835357666, 0.05633227154612541, 0.08998338878154755, 0.07072899490594864, 0.07967984676361084, 0.09151797741651535, 0.06415852159261703, 0.058548107743263245, 0.06720376014709473, 0.06491164863109589, 0.06727026402950287, 0.06332870572805405, 0.06705325096845627, 0.06746913492679596, 0.06488170474767685, 0.05975952371954918, 0.05943109095096588, 0.06989437341690063, 0.05590863525867462, 0.06494839489459991, 0.08594789355993271, 0.06666504591703415, 0.07085344940423965, 0.05613519251346588, 0.0776907429099083, 0.06721191853284836, 0.06136438250541687, 0.0674879178404808, 0.05304364114999771, 0.05675892159342766, 0.07864721864461899, 0.07093613594770432, 0.05789484828710556, 0.06686665862798691, 0.08083005249500275, 0.07254892587661743, 0.06394771486520767, 0.054742831736803055, 0.07097785919904709, 0.06792965531349182, 0.06509311497211456, 0.06588725000619888, 0.0657784566283226, 0.06587834656238556, 0.05330175533890724, 0.059758733958005905, 0.06543438881635666, 0.06255608797073364, 0.0781819224357605, 0.08044549822807312, 0.06845659762620926, 0.07684511691331863, 0.058446336537599564, 0.049360066652297974, 0.05998922884464264, 0.07642726600170135, 0.07024994492530823, 0.06591740250587463, 0.07999883592128754, 0.06189330294728279, 0.07206316292285919, 0.0750189870595932, 0.06552716344594955, 0.05827969312667847, 0.0623847059905529, 0.07671211659908295, 0.05730953440070152, 0.0532107800245285, 0.07363138347864151, 0.059194859117269516, 0.06024613231420517, 0.05745048075914383, 0.06706473231315613, 0.06564626097679138, 0.07183393836021423, 0.07677357643842697, 0.0646277517080307, 0.07151228189468384, 0.07213776558637619, 0.06614144891500473, 0.063805490732193, 0.07010526210069656, 0.0536043643951416, 0.06863395869731903, 0.0608099102973938, 0.07694748789072037, 0.07364502549171448, 0.05637584254145622, 0.058704447001218796, 0.056463588029146194, 0.04491733759641647, 0.06691130995750427, 0.06302880495786667, 0.06422039121389389, 0.06260547786951065, 0.06864065676927567, 0.0721660703420639, 0.0676417127251625, 0.06109387427568436, 0.0674683079123497, 0.06647849082946777, 0.06647472083568573, 0.06917139142751694, 0.06604084372520447, 0.0533856563270092, 0.06316561251878738, 0.08295103162527084, 0.05460147559642792, 0.06116226315498352, 0.06656918674707413, 0.05862847715616226, 0.07181386649608612, 0.06220168620347977, 0.0628567636013031, 0.07042025774717331, 0.06365051865577698, 0.07159440964460373, 0.06285975873470306, 0.0627150908112526, 0.0730411559343338, 0.06920074671506882, 0.07246488332748413, 0.0608835406601429, 0.05883282795548439, 0.05974888801574707, 0.05384646728634834, 0.09105677902698517, 0.06547839939594269, 0.057008665055036545, 0.058065541088581085, 0.06922446191310883, 0.07405047118663788, 0.06050082668662071, 0.06042998656630516, 0.06121979281306267, 0.08930644392967224, 0.0667303279042244, 0.060713138431310654, 0.04578044265508652, 0.05362504720687866, 0.07666990160942078, 0.06953120231628418, 0.0769268199801445, 0.05234565958380699, 0.07234115898609161, 0.06368399411439896, 0.07607201486825943, 0.07178010791540146, 0.06029583886265755, 0.06963598728179932, 0.0685747042298317, 0.06485355645418167, 0.06398943811655045, 0.0798107162117958, 0.05958014354109764, 0.057025883346796036, 0.07081804424524307]",sat,"alpha_beta_crown,pyrat",FALSE_UNSAT,,2026-04-28T16:46:21+00:00
