benchmark,instance,method,hp_name,m,n_train,flow_epochs,scenario_n_samples,verdict,wall_s,vnncomp_timeout_s,coverage_empirical,coverage_n_test,q,epsilon_total,delta_total,flow_loss_curve,ground_truth,ground_truth_source,soundness_flag,error,timestamp
collins_rul_cnn_2022,NN_rul_small_window_20.onnx+robustness_2perturbations_delta5_epsilon10_w20.vnnlib,hashemi_clipping,m=500,500,,,,UNKNOWN,0.6,30,0.9980,1000,,0.0010,,,sat,"alpha_beta_crown,neuralsat,pyrat,nnenum,nnv",,,2026-04-28T11:28:47+00:00
collins_rul_cnn_2022,NN_rul_small_window_20.onnx+robustness_2perturbations_delta5_epsilon10_w20.vnnlib,hashemi_clipping,m=1000,1000,,,,UNKNOWN,1.4,30,1.0000,1000,,0.0010,,,sat,"alpha_beta_crown,neuralsat,pyrat,nnenum,nnv",,,2026-04-28T11:28:49+00:00
collins_rul_cnn_2022,NN_rul_small_window_20.onnx+robustness_2perturbations_delta5_epsilon10_w20.vnnlib,hashemi_clipping,m=2000,2000,,,,UNKNOWN,4.6,30,0.9990,1000,,0.0010,,,sat,"alpha_beta_crown,neuralsat,pyrat,nnenum,nnv",,,2026-04-28T11:28:54+00:00
collins_rul_cnn_2022,NN_rul_small_window_20.onnx+robustness_2perturbations_delta5_epsilon10_w20.vnnlib,hashemi_clipping,m=4000,4000,,,,UNKNOWN,18.3,30,1.0000,1000,,0.0010,,,sat,"alpha_beta_crown,neuralsat,pyrat,nnenum,nnv",,,2026-04-28T11:29:12+00:00
collins_rul_cnn_2022,NN_rul_small_window_20.onnx+robustness_2perturbations_delta5_epsilon10_w20.vnnlib,hashemi_clipping,m=8000,8000,,,,TIMEOUT,39.0,30,,,,,,,sat,"alpha_beta_crown,neuralsat,pyrat,nnenum,nnv",,timeout 30s,2026-04-28T11:29:51+00:00
collins_rul_cnn_2022,NN_rul_small_window_20.onnx+robustness_2perturbations_delta5_epsilon10_w20.vnnlib,ours,tiny,,500,500,250,UNKNOWN,18.2,30,1.0000,,2.2119,0.0010,0.9960,"[0.013704170472919941, 0.009411627426743507, 0.012261854484677315, 0.008604753762483597, 0.005300525110214949, 0.01647440530359745, 0.0054563297890126705, 0.011230364441871643, 0.011176196858286858, 0.006931958720088005, 0.006838314235210419, 0.0067459093406796455, 0.01022209320217371, 0.003819052129983902, 0.002921246225014329, 0.014867840334773064, 0.012429913505911827, 0.004089090507477522, 0.011575659736990929, 0.009115712717175484, 0.0064606680534780025, 0.016112327575683594, 0.0061353035271167755, 0.0033148587681353092, 0.007065888959914446, 0.009401395916938782, 0.011180281639099121, 0.013272617943584919, 0.004201995208859444, 0.010639206506311893, 0.005020926706492901, 0.009344804100692272, 0.002173288958147168, 0.007162192836403847, 0.011786228977143764, 0.008643796667456627, 0.004084116313606501, 0.009357632137835026, 0.008737266063690186, 0.0029438005294650793, 0.007098551839590073, 0.00703814160078764, 0.0066393110901117325, 0.0031811671797186136, 0.0051727816462516785, 0.00397591944783926, 0.00820292066782713, 0.00783488992601633, 0.00798495952039957, 0.00881015695631504, 0.002408845815807581, 0.00536742340773344, 0.006531154736876488, 0.0065223840065300465, 0.006691975053399801, 0.007101628929376602, 0.007773789577186108, 0.0062676104716956615, 0.005576351657509804, 0.004716074094176292, 0.00866574328392744, 0.002821151865646243, 0.0017058731755241752, 0.0031011044047772884, 0.002098714467138052, 0.008352257311344147, 0.005793165415525436, 0.004019265528768301, 0.004475344903767109, 0.0030356019269675016, 0.004559942055493593, 0.0023665267508476973, 0.00522573059424758, 0.011477337218821049, 0.0063356515020132065, 0.003202223451808095, 0.0047529833391308784, 0.004753343760967255, 0.002958376193419099, 0.004379148129373789, 0.0031135512981563807, 0.008133992552757263, 0.0044015562161803246, 0.002655297750607133, 0.004931943956762552, 0.004607495851814747, 0.0029117055237293243, 0.00447700684890151, 0.0033029308542609215, 0.011761307716369629, 0.003105622949078679, 0.00176531751640141, 0.0043532149866223335, 0.004493474029004574, 0.004538764711469412, 0.005368272308260202, 0.002487425459548831, 0.0024667507968842983, 0.002626413246616721, 0.005194349680095911, 0.004567858763039112, 0.0021385205909609795, 0.002902636770159006, 0.002552701160311699, 0.002822588197886944, 0.0038951938040554523, 0.003174613695591688, 0.005551803857088089, 0.002972556743770838, 0.0026342510245740414, 0.0037036878056824207, 0.0034959176555275917, 0.0037921902257949114, 0.002629989292472601, 0.002540809102356434, 0.0017202771268785, 0.004366642329841852, 0.003142058616504073, 0.0021188899409025908, 0.0023956052027642727, 0.0023696450516581535, 0.006599188316613436, 0.0031647649593651295, 0.00342432945035398, 0.00375321414321661, 0.0032002723310142756, 0.004200355615466833, 0.002955544274300337, 0.0020274431444704533, 0.002379375509917736, 0.0031697156373411417, 0.002060299040749669, 0.0033090640790760517, 0.0023931190371513367, 0.0032654183451086283, 0.0041745444759726524, 0.0030653320718556643, 0.004472267348319292, 0.004417347721755505, 0.004377093631774187, 0.004039824474602938, 0.0019263109425082803, 0.0023823983501642942, 0.002260367851704359, 0.0019930624403059483, 0.002985449507832527, 0.007596852723509073, 0.00603810278698802, 0.002911168150603771, 0.0032575163058936596, 0.0025820231530815363, 0.0030264179222285748, 0.007622231263667345, 0.003035664791241288, 0.003896560287103057, 0.0026777577586472034, 0.002245253184810281, 0.004796992056071758, 0.007011424750089645, 0.003385915420949459, 0.005087956320494413, 0.002790189115330577, 0.006086949724704027, 0.005797926336526871, 0.0036343703977763653, 0.0035223616287112236, 0.003116450970992446, 0.003235543379560113, 0.0041291420347988605, 0.004287672694772482, 0.0027992557734251022, 0.0031151717994362116, 0.003561511170119047, 0.005364272743463516, 0.0018235723255202174, 0.003503610147163272, 0.006560647394508123, 0.0036106668412685394, 0.0035222885198891163, 0.0030495417304337025, 0.00191395147703588, 0.004189135041087866, 0.002521718619391322, 0.0018960479646921158, 0.0053113903850317, 0.002107640728354454, 0.004075721837580204, 0.00803594384342432, 0.002203679643571377, 0.002801500726491213, 0.00483772112056613, 0.0035445503890514374, 0.004947252571582794, 0.002375164534896612, 0.003588159568607807, 0.004220076370984316, 0.002514634979888797, 0.003135548671707511, 0.0033736019395291805, 0.003591003827750683, 0.003365462413057685, 0.001539326156489551, 0.0036446137819439173, 0.004306124057620764, 0.002719633746892214, 0.0029462461825460196, 0.0023561883717775345, 0.002362858969718218, 0.007365284487605095, 0.002414550632238388, 0.003050846979022026, 0.008155517280101776, 0.0033196366857737303, 0.005085997749119997, 0.0036499458365142345, 0.0036863593850284815, 0.003588968189433217, 0.0035575234796851873, 0.004252816550433636, 0.003828628221526742, 0.004657209385186434, 0.0019811084493994713, 0.005960993003100157, 0.004323241300880909, 0.0037092850543558598, 0.005306702572852373, 0.0019165656995028257, 0.010875697247684002, 0.0013417026493698359, 0.0032994640059769154, 0.0017200406873598695, 0.0027563325129449368, 0.0026251357048749924, 0.0022462785709649324, 0.003459540894255042, 0.006080681923776865, 0.005767946597188711, 0.0012700133956968784, 0.002159229712560773, 0.0026621208526194096, 0.0025514457374811172, 0.0025153334718197584, 0.0026975837536156178, 0.004585772752761841, 0.0022724857553839684, 0.004276166204363108, 0.0013958972413092852, 0.0027506633196026087, 0.0017111635534092784, 0.0024546761997044086, 0.004956671502441168, 0.0020436039194464684, 0.004467521328479052, 0.0035337198060005903, 0.003085937350988388, 0.0021888294722884893, 0.0017169188940897584, 0.0024685822427272797, 0.0019237120868638158, 0.0013973481254652143, 0.0016491716960445046, 0.003996921703219414, 0.0011142957955598831, 0.005176994018256664, 0.006649724207818508, 0.002793811960145831, 0.004862157162278891, 0.0031946334056556225, 0.0021137353032827377, 0.004698512144386768, 0.0028256895020604134, 0.0021734375040978193, 0.002211174229159951, 0.002497927052900195, 0.0028491641860455275, 0.002369469264522195, 0.0018549807136878371, 0.0047477795742452145, 0.0014035188360139728, 0.0027926950715482235, 0.0016626326832920313, 0.0028713704086840153, 0.0032429371494799852, 0.003777925157919526, 0.002743326360359788, 0.0021148088853806257, 0.0019761959556490183, 0.0019278679974377155, 0.002658503595739603, 0.0013429360697045922, 0.0022288730833679438, 0.0030693691223859787, 0.004516844637691975, 0.003899957984685898, 0.0011448764707893133, 0.0017553971847519279, 0.004310894291847944, 0.0018143837805837393, 0.0038763792254030704, 0.005537128541618586, 0.0036806899588555098, 0.004785895347595215, 0.0031453147530555725, 0.002243722090497613, 0.0040777153335511684, 0.001287774182856083, 0.003392535960301757, 0.002468499820679426, 0.006847363896667957, 0.004622269421815872, 0.0014212073292583227, 0.0027510863728821278, 0.001892253290861845, 0.0026499093510210514, 0.0037544977385550737, 0.001810150919482112, 0.003034348366782069, 0.005110151134431362, 0.003336871275678277, 0.011071872897446156, 0.0038687060587108135, 0.0023407735861837864, 0.005470840726047754, 0.003788667730987072, 0.0023908403236418962, 0.002219246933236718, 0.002591148717328906, 0.0038467838894575834, 0.004216003697365522, 0.002311360789462924, 0.002178117400035262, 0.0011009129229933023, 0.006394775118678808, 0.002154643414542079, 0.0019214227795600891, 0.0022559629287570715, 0.0028127289842814207, 0.003592991502955556, 0.002081921324133873, 0.0038141498807817698, 0.001978536369279027, 0.004722153767943382, 0.004760187119245529, 0.0023429093416780233, 0.0031370623037219048, 0.00284761656075716, 0.002878273371607065, 0.0015713375760242343, 0.0027928638737648726, 0.005833867937326431, 0.0028089641127735376, 0.0033463810104876757, 0.004910359159111977, 0.0020165767055004835, 0.002516950946301222, 0.0053299968130886555, 0.004521351307630539, 0.004243543837219477, 0.002403954043984413, 0.004497168119996786, 0.0018853641813620925, 0.0030890144407749176, 0.001483831205405295, 0.0015793341444805264, 0.0022809733636677265, 0.0024871286004781723, 0.0013260471168905497, 0.0017496035434305668, 0.003353600623086095, 0.008897715248167515, 0.003446360817179084, 0.00394290080294013, 0.0028596778865903616, 0.002979737939313054, 0.002695431699976325, 0.0010647388407960534, 0.003554663388058543, 0.002295522252097726, 0.0029343729838728905, 0.0020218207500874996, 0.005880941636860371, 0.0045991442166268826, 0.0035937996581196785, 0.0014610450016334653, 0.003146624891087413, 0.001496393815614283, 0.004786369390785694, 0.002937213983386755, 0.0022004353813827038, 0.0037595441099256277, 0.0016272695502266288, 0.002088755602017045, 0.0015608337707817554, 0.003027639351785183, 0.00132902548648417, 0.0012145752552896738, 0.0022986051626503468, 0.004483210854232311, 0.0035033354070037603, 0.0018259608186781406, 0.0020932022016495466, 0.006182198412716389, 0.0014040289679542184, 0.0024603414349257946, 0.003995286300778389, 0.0017801878275349736, 0.0012245281832292676, 0.004559600260108709, 0.0013473142171278596, 0.004766631871461868, 0.005108482204377651, 0.00593701284378767, 0.0026613802183419466, 0.002754423301666975, 0.0020526384469121695, 0.0036015186924487352, 0.0057154190726578236, 0.0059119099751114845, 0.0025232245679944754, 0.0030827915761619806, 0.004750400315970182, 0.002042564796283841, 0.0020913253538310528, 0.005264931824058294, 0.0024550091475248337, 0.0016994875622913241, 0.002132523339241743, 0.003392236540094018, 0.0026525710709393024, 0.0019591161981225014, 0.001523502403870225, 0.0015729739097878337, 0.002276327693834901, 0.0043700020760297775, 0.0032037789933383465, 0.002749552484601736, 0.0027769566513597965, 0.0046256668865680695, 0.003952347673475742, 0.005107858683913946, 0.0022341085132211447, 0.001815236173570156, 0.0025015289429575205, 0.0019118593772873282, 0.0022457679733633995, 0.0018191466806456447, 0.0032598311081528664, 0.008778595365583897, 0.0017238049767911434, 0.004123905673623085, 0.0029563165735453367, 0.001594765461049974, 0.004605177324265242, 0.00195865985006094, 0.0017347815446555614, 0.005381015129387379, 0.005399540066719055, 0.0014756986638531089, 0.001646440476179123, 0.0019884230569005013, 0.0035839835181832314, 0.002778208814561367, 0.001505709602497518, 0.0028712174389511347, 0.0016661412082612514, 0.005640446208417416, 0.0031876612920314074, 0.001520761288702488, 0.0028797127306461334, 0.0032286392524838448, 0.002813982078805566, 0.0022450301330536604, 0.0022716696839779615, 0.0013295705430209637, 0.00654685078188777, 0.002636655932292342, 0.0017273781122639775, 0.002693784423172474, 0.0038906659465283155, 0.0011782541405409575, 0.002344343811273575, 0.0014986061723902822, 0.0011270222021266818, 0.0024226519744843245, 0.001971479272469878, 0.0028947212267667055, 0.0044364626519382, 0.002543068490922451, 0.0023113759234547615, 0.002612647134810686, 0.0016575355548411608, 0.0028855502605438232, 0.006465967278927565, 0.001388962846249342, 0.0018596216104924679, 0.001819923403672874, 0.002395405201241374, 0.004231707658618689, 0.0026708089280873537, 0.0040434179827570915]",sat,"alpha_beta_crown,neuralsat,pyrat,nnenum,nnv",,,2026-04-28T11:30:09+00:00
