benchmark,instance,method,hp_name,m,n_train,flow_epochs,scenario_n_samples,verdict,wall_s,vnncomp_timeout_s,coverage_empirical,coverage_n_test,q,epsilon_total,delta_total,flow_loss_curve,ground_truth,ground_truth_source,soundness_flag,error,timestamp
collins_rul_cnn_2022,NN_rul_small_window_20.onnx+robustness_2perturbations_delta5_epsilon10_w20.vnnlib,hashemi_clipping,m=500,500,,,,UNKNOWN,1.1,30,0.9940,1000,,0.0010,,,sat,"alpha_beta_crown,neuralsat,pyrat,nnenum,nnv",,,2026-04-28T12:16:15+00:00
collins_rul_cnn_2022,NN_rul_small_window_20.onnx+robustness_2perturbations_delta10_epsilon10_w20.vnnlib,hashemi_clipping,m=500,500,,,,UNSAT,1.1,30,0.9960,1000,,0.0010,,,unsat,"alpha_beta_crown,neuralsat,pyrat,nnenum,nnv",ok,,2026-04-28T12:16:16+00:00
collins_rul_cnn_2022,NN_rul_small_window_20.onnx+robustness_2perturbations_delta20_epsilon10_w20.vnnlib,hashemi_clipping,m=500,500,,,,UNSAT,1.2,60,1.0000,1000,,0.0010,,,unsat,"alpha_beta_crown,neuralsat,pyrat,nnenum,nnv",ok,,2026-04-28T12:16:17+00:00
collins_rul_cnn_2022,NN_rul_small_window_20.onnx+robustness_2perturbations_delta5_epsilon10_w20.vnnlib,hashemi_clipping,m=1000,1000,,,,UNKNOWN,1.9,30,0.9990,1000,,0.0010,,,sat,"alpha_beta_crown,neuralsat,pyrat,nnenum,nnv",,,2026-04-28T12:16:19+00:00
collins_rul_cnn_2022,NN_rul_small_window_20.onnx+robustness_2perturbations_delta10_epsilon10_w20.vnnlib,hashemi_clipping,m=1000,1000,,,,UNSAT,2.1,30,0.9970,1000,,0.0010,,,unsat,"alpha_beta_crown,neuralsat,pyrat,nnenum,nnv",ok,,2026-04-28T12:16:21+00:00
collins_rul_cnn_2022,NN_rul_small_window_20.onnx+robustness_2perturbations_delta20_epsilon10_w20.vnnlib,hashemi_clipping,m=1000,1000,,,,UNSAT,1.9,60,0.9990,1000,,0.0010,,,unsat,"alpha_beta_crown,neuralsat,pyrat,nnenum,nnv",ok,,2026-04-28T12:16:23+00:00
collins_rul_cnn_2022,NN_rul_small_window_20.onnx+robustness_2perturbations_delta5_epsilon10_w20.vnnlib,hashemi_clipping,m=2000,2000,,,,UNKNOWN,6.0,30,0.9990,1000,,0.0010,,,sat,"alpha_beta_crown,neuralsat,pyrat,nnenum,nnv",,,2026-04-28T12:16:29+00:00
collins_rul_cnn_2022,NN_rul_small_window_20.onnx+robustness_2perturbations_delta10_epsilon10_w20.vnnlib,hashemi_clipping,m=2000,2000,,,,UNSAT,6.0,30,1.0000,1000,,0.0010,,,unsat,"alpha_beta_crown,neuralsat,pyrat,nnenum,nnv",ok,,2026-04-28T12:16:35+00:00
collins_rul_cnn_2022,NN_rul_small_window_20.onnx+robustness_2perturbations_delta20_epsilon10_w20.vnnlib,hashemi_clipping,m=2000,2000,,,,UNSAT,5.7,60,1.0000,1000,,0.0010,,,unsat,"alpha_beta_crown,neuralsat,pyrat,nnenum,nnv",ok,,2026-04-28T12:16:41+00:00
collins_rul_cnn_2022,NN_rul_small_window_20.onnx+robustness_2perturbations_delta5_epsilon10_w20.vnnlib,hashemi_clipping,m=4000,4000,,,,UNKNOWN,20.6,30,1.0000,1000,,0.0010,,,sat,"alpha_beta_crown,neuralsat,pyrat,nnenum,nnv",,,2026-04-28T12:17:02+00:00
collins_rul_cnn_2022,NN_rul_small_window_20.onnx+robustness_2perturbations_delta10_epsilon10_w20.vnnlib,hashemi_clipping,m=4000,4000,,,,UNSAT,22.8,30,1.0000,1000,,0.0010,,,unsat,"alpha_beta_crown,neuralsat,pyrat,nnenum,nnv",ok,,2026-04-28T12:17:24+00:00
collins_rul_cnn_2022,NN_rul_small_window_20.onnx+robustness_2perturbations_delta20_epsilon10_w20.vnnlib,hashemi_clipping,m=4000,4000,,,,UNSAT,19.0,60,1.0000,1000,,0.0010,,,unsat,"alpha_beta_crown,neuralsat,pyrat,nnenum,nnv",ok,,2026-04-28T12:17:43+00:00
collins_rul_cnn_2022,NN_rul_small_window_20.onnx+robustness_2perturbations_delta5_epsilon10_w20.vnnlib,hashemi_clipping,m=8000,8000,,,,TIMEOUT,31.4,30,,,,,,,sat,"alpha_beta_crown,neuralsat,pyrat,nnenum,nnv",,timeout 30s,2026-04-28T12:18:15+00:00
collins_rul_cnn_2022,NN_rul_small_window_20.onnx+robustness_2perturbations_delta10_epsilon10_w20.vnnlib,hashemi_clipping,m=8000,8000,,,,SKIPPED,,30,,,,,,,unsat,"alpha_beta_crown,neuralsat,pyrat,nnenum,nnv",,skipped after instance 1 TIMEOUT,2026-04-28T12:18:15+00:00
collins_rul_cnn_2022,NN_rul_small_window_20.onnx+robustness_2perturbations_delta20_epsilon10_w20.vnnlib,hashemi_clipping,m=8000,8000,,,,SKIPPED,,60,,,,,,,unsat,"alpha_beta_crown,neuralsat,pyrat,nnenum,nnv",,skipped after instance 1 TIMEOUT,2026-04-28T12:18:15+00:00
collins_rul_cnn_2022,NN_rul_small_window_20.onnx+robustness_2perturbations_delta5_epsilon10_w20.vnnlib,ours,tiny,,500,500,250,UNKNOWN,14.2,30,1.0000,,2.1506,0.0010,0.9960,"[0.006791437044739723, 0.005298940930515528, 0.011096346192061901, 0.01255748886615038, 0.007746147457510233, 0.010872368700802326, 0.008634201250970364, 0.008504017256200314, 0.005495057906955481, 0.013751375488936901, 0.014569980092346668, 0.007807801477611065, 0.012281266041100025, 0.008358767256140709, 0.009176348336040974, 0.006197154987603426, 0.008770964108407497, 0.013041744939982891, 0.008042183704674244, 0.016057820990681648, 0.008864076808094978, 0.010376143269240856, 0.008234541863203049, 0.012560072354972363, 0.00978393480181694, 0.004342658910900354, 0.005998443346470594, 0.012841427698731422, 0.006148350890725851, 0.01563924551010132, 0.006995383650064468, 0.005060471594333649, 0.004941652994602919, 0.009009608067572117, 0.005752171855419874, 0.004047923255711794, 0.004402399528771639, 0.005309244617819786, 0.0062363725155591965, 0.0037521272897720337, 0.01010937336832285, 0.0035669857170432806, 0.0062039499171078205, 0.005059078335762024, 0.0060925669968128204, 0.007618313655257225, 0.005723258480429649, 0.00814451277256012, 0.003602601122111082, 0.002237064065411687, 0.003587480168789625, 0.0043738470412790775, 0.0029275715351104736, 0.0033086154144257307, 0.003568745218217373, 0.00669086491689086, 0.0038622920401394367, 0.003621484152972698, 0.006623812019824982, 0.004796246066689491, 0.004456578753888607, 0.003705600742250681, 0.002849733456969261, 0.004280800465494394, 0.003975757397711277, 0.004241562448441982, 0.005663065705448389, 0.004471242893487215, 0.006952539552003145, 0.0028050767723470926, 0.008734812960028648, 0.004314380697906017, 0.008207473903894424, 0.003077079076319933, 0.003525765612721443, 0.007251736242324114, 0.005499385297298431, 0.002615495817735791, 0.0030034014489501715, 0.004503488540649414, 0.008616155944764614, 0.004048874601721764, 0.003512128023430705, 0.0035109054297208786, 0.002728408435359597, 0.004599001258611679, 0.00183817686047405, 0.008347030729055405, 0.005337178707122803, 0.0018550148233771324, 0.0041534025222063065, 0.004075541161000729, 0.004709992557764053, 0.0019978403579443693, 0.0029173900838941336, 0.005053029395639896, 0.0029656123369932175, 0.003603922203183174, 0.004413004033267498, 0.004050710704177618, 0.0022335920948535204, 0.0026249708607792854, 0.0025864450726658106, 0.003330859588459134, 0.0025531817227602005, 0.004220746923238039, 0.002346279099583626, 0.0027091405354440212, 0.005172105971723795, 0.006113594397902489, 0.004213536623865366, 0.004132651723921299, 0.005418071057647467, 0.004033396951854229, 0.006795547902584076, 0.004985268693417311, 0.004461225587874651, 0.0022359152790158987, 0.007629350293427706, 0.0070987269282341, 0.009122366085648537, 0.003959139343351126, 0.002830229001119733, 0.00296945427544415, 0.0044919578358531, 0.004619808401912451, 0.002093678340315819, 0.005097566172480583, 0.004714979324489832, 0.0027135610580444336, 0.0030096066184341908, 0.003527345834299922, 0.0037945949006825686, 0.0016730540664866567, 0.002224342431873083, 0.007092894520610571, 0.002675853669643402, 0.003943139221519232, 0.003534951014444232, 0.0040893228724598885, 0.0021271323785185814, 0.0024326902348548174, 0.005304046906530857, 0.00632100785151124, 0.003458616556599736, 0.003179468447342515, 0.004672112874686718, 0.0054617407731711864, 0.005544979590922594, 0.002993294969201088, 0.002802707487717271, 0.005106266122311354, 0.006171026732772589, 0.002703441306948662, 0.0039048288017511368, 0.002602491993457079, 0.004105401691049337, 0.0028886371292173862, 0.0055904993787407875, 0.00664881756529212, 0.0030560416635125875, 0.0032940609380602837, 0.003031904809176922, 0.0021943117026239634, 0.00377217261120677, 0.0071557145565748215, 0.005559997633099556, 0.00409143278375268, 0.0030850942712277174, 0.003922415431588888, 0.004308443050831556, 0.00318178441375494, 0.0044743637554347515, 0.0028464016504585743, 0.005479032639414072, 0.007830525748431683, 0.002691449597477913, 0.0028510934207588434, 0.002706653904169798, 0.0034760204143822193, 0.0044390615075826645, 0.0017786986427381635, 0.005778394639492035, 0.007777925115078688, 0.0038252966478466988, 0.0020292168483138084, 0.007918916642665863, 0.004073161166161299, 0.003469307441264391, 0.0039245858788490295, 0.002752486849203706, 0.00191327219363302, 0.004946809262037277, 0.004173292312771082, 0.0030432362109422684, 0.0021767669823020697, 0.007077340967953205, 0.0038513413164764643, 0.001767470734193921, 0.00433090515434742, 0.004756016191095114, 0.0050304727628827095, 0.004110939800739288, 0.005032784305512905, 0.004395199473947287, 0.0033595070708543062, 0.0027107135392725468, 0.0028096516616642475, 0.0026731782127171755, 0.0020291528198868036, 0.002370306756347418, 0.0071664415299892426, 0.008847741410136223, 0.002968390705063939, 0.0026879527140408754, 0.002321510575711727, 0.0018325451528653502, 0.004330738913267851, 0.0020903749391436577, 0.0044301291927695274, 0.0013851291732862592, 0.00195949780754745, 0.002788108540698886, 0.003923762124031782, 0.007135503925383091, 0.0021696207113564014, 0.0024704791139811277, 0.004488762468099594, 0.0053872643038630486, 0.003996155224740505, 0.002269298769533634, 0.002461179858073592, 0.0020764032378792763, 0.003668910590931773, 0.002977786585688591, 0.00259908358566463, 0.004951971583068371, 0.003565058810636401, 0.001426163362339139, 0.0019244147697463632, 0.0032928241416811943, 0.00329027371481061, 0.003995249513536692, 0.0031901418697088957, 0.0030119374860078096, 0.004195080604404211, 0.002862023888155818, 0.0037192716263234615, 0.0024056665133684874, 0.0036156002897769213, 0.003553015412762761, 0.0029295135755091906, 0.0030186909716576338, 0.0025485362857580185, 0.0020089081954210997, 0.004373401403427124, 0.0022430773824453354, 0.002841358771547675, 0.0017200976144522429, 0.0013401411706581712, 0.0015093378024175763, 0.001526260981336236, 0.004851214587688446, 0.0037681511603295803, 0.001936139422468841, 0.0016594837652519345, 0.005229620262980461, 0.0027074392419308424, 0.0026412077713757753, 0.004306623246520758, 0.0015854461817070842, 0.004295155871659517, 0.0019479795591905713, 0.0033283173106610775, 0.0038386289961636066, 0.0037597455084323883, 0.0018114831764250994, 0.0017064890125766397, 0.0019136525224894285, 0.004797912668436766, 0.003295718226581812, 0.004460166208446026, 0.0028601016383618116, 0.0020633600652217865, 0.0022221619728952646, 0.0022278157994151115, 0.0025390470400452614, 0.004098040051758289, 0.0045000119134783745, 0.0015598207246512175, 0.003799628932029009, 0.0015090907691046596, 0.004799224436283112, 0.0022477114107459784, 0.0028880282770842314, 0.002663669642060995, 0.0024741580709815025, 0.0031109373085200787, 0.0021347953006625175, 0.002436283277347684, 0.001494470750913024, 0.003057010006159544, 0.0032539248932152987, 0.0030315795447677374, 0.004510591737926006, 0.0020581583958119154, 0.0011974171502515674, 0.0027642501518130302, 0.0038465673569589853, 0.0023900754749774933, 0.003909962251782417, 0.0022637706715613604, 0.002933366922661662, 0.001984895672649145, 0.0023458299692720175, 0.003909931983798742, 0.0016542681260034442, 0.0022132163867354393, 0.002861900022253394, 0.0018869430059567094, 0.0032662702724337578, 0.0019545231480151415, 0.002396945608779788, 0.003997509367763996, 0.007589514832943678, 0.0013656399678438902, 0.0011960874544456601, 0.002106678206473589, 0.00232217856682837, 0.0016283108852803707, 0.002152275526896119, 0.002004056004807353, 0.005341599695384502, 0.001330859842710197, 0.002278350293636322, 0.002543336944654584, 0.0035025475081056356, 0.003440782893449068, 0.0031141836661845446, 0.004198065493255854, 0.009166358970105648, 0.0031433154363185167, 0.003154041711241007, 0.0012861564755439758, 0.001974451122805476, 0.003995777107775211, 0.0019830605015158653, 0.0010060070781037211, 0.001968261320143938, 0.0010527806589379907, 0.0013836892321705818, 0.0024286566767841578, 0.002893791301175952, 0.0035659819841384888, 0.004097588825970888, 0.0030577178113162518, 0.002721917349845171, 0.0019233167404308915, 0.001054554944857955, 0.0011746439849957824, 0.001708103809505701, 0.002241810318082571, 0.0020959964022040367, 0.004222856368869543, 0.0006884257891215384, 0.002716696821153164, 0.002993556670844555, 0.001056038890965283, 0.001453768229112029, 0.002731768414378166, 0.00264875590801239, 0.00344373332336545, 0.006301669869571924, 0.0015530814416706562, 0.002318698912858963, 0.0019031309057027102, 0.0013906824169680476, 0.0013324922183528543, 0.005824745632708073, 0.005881141405552626, 0.00238639279268682, 0.003398293163627386, 0.0008654429693706334, 0.005934296641498804, 0.002547477837651968, 0.0009946611244231462, 0.006340331397950649, 0.002598308026790619, 0.0014209635555744171, 0.0023382892832159996, 0.002086963737383485, 0.001180591993033886, 0.00421555619686842, 0.0015840190462768078, 0.0020598904229700565, 0.0010951606091111898, 0.0024140249006450176, 0.003134058555588126, 0.0014684078050777316, 0.0018878225237131119, 0.001401695772074163, 0.003949611447751522, 0.0009700230439193547, 0.0011302416678518057, 0.003523772582411766, 0.00600100914016366, 0.0029459919314831495, 0.0015297160716727376, 0.0011708538513630629, 0.0013319819699972868, 0.001854687579907477, 0.0027783738914877176, 0.004369295202195644, 0.002659083576872945, 0.0010409012902528048, 0.003148364834487438, 0.0018481441074982285, 0.002618122147396207, 0.0022140038199722767, 0.0028997715562582016, 0.003452410688623786, 0.002698830794543028, 0.001515665091574192, 0.003888687351718545, 0.001041140640154481, 0.003374258754774928, 0.0019566586706787348, 0.0038004438392817974, 0.0033323385287076235, 0.004163275007158518, 0.002220734255388379, 0.0016001809854060411, 0.004469279665499926, 0.0018764166161417961, 0.003755227429792285, 0.0013137392234057188, 0.0027545075863599777, 0.0009537824662402272, 0.0027205392252653837, 0.001660850364714861, 0.0016741104191169143, 0.0015474258689209819, 0.0034490630496293306, 0.0022711893543601036, 0.0008305045193992555, 0.003387817181646824, 0.0027665046509355307, 0.007612857036292553, 0.0028592178132385015, 0.0012460758443921804, 0.0019657625816762447, 0.003608130617067218, 0.0019269369076937437, 0.0014398035127669573, 0.003601066768169403, 0.0019330749055370688, 0.0027991649694740772, 0.0015243373345583677, 0.004033875185996294, 0.005640847608447075, 0.000996738439425826, 0.0015178767498582602, 0.0013652300694957376, 0.0013687883038073778, 0.0016606512945145369, 0.002126048319041729, 0.0018117788713425398, 0.003492951625958085, 0.0017003464745357633, 0.002497588051483035, 0.0017959626857191324, 0.0016066342359408736, 0.00664430670440197, 0.004487810656428337, 0.0019559164065867662, 0.0021141134202480316, 0.0018790637841448188, 0.0016799932345747948, 0.0010966144036501646, 0.0018229309935122728, 0.0017613822128623724, 0.002113942988216877, 0.001271328772418201, 0.0015135221183300018, 0.002674294402822852, 0.001342513831332326, 0.0022011990658938885, 0.0014378568157553673, 0.003947575110942125, 0.0013832243857905269, 0.005534136202186346, 0.001853934838436544, 0.003031914820894599, 0.0016249918844550848, 0.0021121487952768803, 0.0010471552377566695, 0.002116164192557335, 0.003483118489384651, 0.003652317449450493, 0.0025236003566533327]",sat,"alpha_beta_crown,neuralsat,pyrat,nnenum,nnv",,,2026-04-28T12:18:29+00:00
collins_rul_cnn_2022,NN_rul_small_window_20.onnx+robustness_2perturbations_delta10_epsilon10_w20.vnnlib,ours,tiny,,500,500,250,UNSAT,26.5,30,0.9995,,2.4200,0.0010,0.9960,"[0.006853027269244194, 0.005363650619983673, 0.009164112620055676, 0.006117744371294975, 0.0020986555609852076, 0.00483996607363224, 0.009313383139669895, 0.0011828744318336248, 0.00690556550398469, 0.004268100950866938, 0.0045085777528584, 0.00032371844281442463, 0.004078043159097433, 0.005002622026950121, 0.0020430274307727814, 0.01031652931123972, 0.003008118597790599, 0.0027364264242351055, 0.0048316121101379395, 0.0015978931915014982, 0.0010518248891457915, 0.008747064508497715, 0.0020786996465176344, 0.009389132261276245, 0.001997835235670209, 0.011507739312946796, 0.002338909776881337, 0.01034099142998457, 0.00410567969083786, 0.001975507941097021, 0.002740205731242895, 0.002198346657678485, 0.0028079834301024675, 0.00411017332226038, 0.003069775179028511, 0.0032221246510744095, 0.00440778536722064, 0.006116871256381273, 0.004029633942991495, 0.0024855323135852814, 0.0018365990836173296, 0.0024833318311721087, 0.001135992119088769, 0.0037009031511843204, 0.0028436591383069754, 0.007061132695525885, 0.006283315364271402, 0.003526074346154928, 0.002430957043543458, 0.0010976985795423388, 0.002806616947054863, 0.0024469816125929356, 0.006339886225759983, 0.004043265711516142, 0.002224384341388941, 0.003436087165027857, 0.004265822470188141, 0.003173147328197956, 0.0018935742555186152, 0.0034191810991615057, 0.002712615067139268, 0.003368346719071269, 0.0026625513564795256, 0.002662294078618288, 0.0021970453672111034, 0.0013194454368203878, 0.0015566633082926273, 0.002814189763739705, 0.0018816067604348063, 0.002043499145656824, 0.0017372275469824672, 0.0038110781461000443, 0.005123218521475792, 0.0038838875479996204, 0.0010789589723572135, 0.0008251263061538339, 0.0034237161744385958, 0.003961218520998955, 0.0039107948541641235, 0.0031337609980255365, 0.0020141706336289644, 0.001310726278461516, 0.004751173313707113, 0.002826515818014741, 0.0040845139883458614, 0.0027445016894489527, 0.0047224429436028, 0.001342953066341579, 0.0019696278031915426, 0.002984415041282773, 0.0043615843169391155, 0.0025314122904092073, 0.001837621326558292, 0.005114931147545576, 0.0030520865693688393, 0.0026032645255327225, 0.002242293208837509, 0.0017316893208771944, 0.005029164254665375, 0.002345553133636713, 0.003765907371416688, 0.0015914062969386578, 0.0037117954343557358, 0.0020611772779375315, 0.0023673817049711943, 0.00229689315892756, 0.003664628602564335, 0.0010972440941259265, 0.0012239435454830527, 0.0017902515828609467, 0.004317103885114193, 0.0012947156792506576, 0.002704298123717308, 0.0033987017814069986, 0.005615438800305128, 0.0017847911221906543, 0.0028355370741337538, 0.000945458363275975, 0.007936502806842327, 0.0029017964843660593, 0.004335759207606316, 0.001501342630945146, 0.001914205146022141, 0.0016705429879948497, 0.002742769429460168, 0.0019562963861972094, 0.0032330569811165333, 0.004637542180716991, 0.0022787214256823063, 0.0019049966940656304, 0.002083816798403859, 0.0016846077051013708, 0.006958375219255686, 0.003140329383313656, 0.0014637866988778114, 0.0022447744850069284, 0.0025554168969392776, 0.001704385387711227, 0.0029285845812410116, 0.0026998273096978664, 0.0014966479502618313, 0.008022001944482327, 0.0060264659114181995, 0.0037690417375415564, 0.0021820184774696827, 0.0025911666452884674, 0.001015182351693511, 0.0016280431300401688, 0.004202384036034346, 0.003437588457018137, 0.0030838213860988617, 0.0013835401041433215, 0.001996056642383337, 0.001790180685929954, 0.0013184862909838557, 0.004094205796718597, 0.0017692720284685493, 0.002113193506374955, 0.004739509895443916, 0.0012294173939153552, 0.004232505336403847, 0.0027493301313370466, 0.0019133673049509525, 0.0017829580465331674, 0.0021063662134110928, 0.0028413834515959024, 0.001857831608504057, 0.0015747377183288336, 0.002568368101492524, 0.0012473233509808779, 0.0022104682866483927, 0.0017525441944599152, 0.0035776356235146523, 0.0030148623045533895, 0.0030412308406084776, 0.0054249572567641735, 0.0017737463349476457, 0.00141441251616925, 0.0031666476279497147, 0.003473981050774455, 0.0022371981758624315, 0.0025597368367016315, 0.0024780931416898966, 0.0030099633149802685, 0.003958199173212051, 0.0029500899836421013, 0.0028276145458221436, 0.0038409812841564417, 0.0020015088375657797, 0.0010662932181730866, 0.0011851962190121412, 0.004679417237639427, 0.0016253821086138487, 0.002673351438716054, 0.001710330368950963, 0.0009688017307780683, 0.006953263655304909, 0.0018739241641014814, 0.0017393357120454311, 0.0017826164839789271, 0.0021918874699622393, 0.0021038877312093973, 0.00269681797362864, 0.0009119437308982015, 0.0012065490009263158, 0.003776314901188016, 0.003302569966763258, 0.0014142489526420832, 0.0031084073707461357, 0.0038775720167905092, 0.001757273217663169, 0.002158804563805461, 0.0013542077504098415, 0.001351171056739986, 0.002752426778897643, 0.001967634307220578, 0.0012806674931198359, 0.0015795360086485744, 0.0008950602496042848, 0.0013976596528664231, 0.0030954177491366863, 0.0036635478027164936, 0.001302074990235269, 0.0045645711943507195, 0.002363063395023346, 0.0022530227433890104, 0.00154989177826792, 0.0014867624267935753, 0.0018705936381593347, 0.002013967139646411, 0.004323685076087713, 0.007952694781124592, 0.0021313538309186697, 0.005284673534333706, 0.0010246150195598602, 0.002442300319671631, 0.0019069870468229055, 0.00352933956310153, 0.005376429762691259, 0.005127491895109415, 0.0012324292911216617, 0.0012838855618610978, 0.0020889081060886383, 0.004705213941633701, 0.001546021201647818, 0.0017855961341410875, 0.0022224937565624714, 0.0013719757553189993, 0.0024822026025503874, 0.0015276327030733228, 0.001283944002352655, 0.0011872616596519947, 0.0016857089940458536, 0.0036220562178641558, 0.0016354320105165243, 0.00154390768148005, 0.0031262661796063185, 0.0011982859577983618, 0.001100876834243536, 0.0020367077086120844, 0.001698580919764936, 0.002607267117127776, 0.00342305819503963, 0.00306388339959085, 0.0034015653654932976, 0.0012104975758120418, 0.004135068506002426, 0.0011951717315241694, 0.004889750853180885, 0.002948091132566333, 0.0015139556489884853, 0.0013879177859053016, 0.0015104683116078377, 0.0014037004439160228, 0.0014901583781465888, 0.001211350318044424, 0.0027759543154388666, 0.0017248955555260181, 0.002424846403300762, 0.0016519580967724323, 0.0032212580554187298, 0.0021822224371135235, 0.001341891591437161, 0.0024548140354454517, 0.003105493960902095, 0.003457596292719245, 0.002509334124624729, 0.0014355157036334276, 0.0018936367705464363, 0.001492709037847817, 0.001384564209729433, 0.0015466378536075354, 0.0010242309654131532, 0.0008986489847302437, 0.004605770576745272, 0.0028744398150593042, 0.001518717035651207, 0.0009122404153458774, 0.0013224941212683916, 0.0011408966965973377, 0.0007476888131350279, 0.00262150214985013, 0.0014228123473003507, 0.0011481345864012837, 0.007177464663982391, 0.0012667487608268857, 0.0009108540252782404, 0.0024537399876862764, 0.0007273649680428207, 0.0017741346964612603, 0.0024056583642959595, 0.002190022263675928, 0.001792878727428615, 0.0009194737067446113, 0.001035794266499579, 0.0023058357182890177, 0.002327516209334135, 0.0014016515342518687, 0.0007098596543073654, 0.0022380673326551914, 0.0019933574367314577, 0.002291710115969181, 0.0023348547983914614, 0.003387579694390297, 0.00494347745552659, 0.0017240869347006083, 0.0017345002852380276, 0.004027813207358122, 0.003487365785986185, 0.0013089959975332022, 0.0012061088345944881, 0.002553862752392888, 0.0010439500911161304, 0.0011655314592644572, 0.0014362643705680966, 0.00211908551864326, 0.0025023275520652533, 0.0019172952743247151, 0.0012323623523116112, 0.0009927087230607867, 0.000988924060948193, 0.003020667238160968, 0.0035038033965975046, 0.0029108645394444466, 0.0020988767500966787, 0.0012541940668597817, 0.0013911589048802853, 0.0017123690340667963, 0.0019210631726309657, 0.0018915398977696896, 0.0009745836723595858, 0.0023549313191324472, 0.0008360323263332248, 0.0025704733561724424, 0.0009052089881151915, 0.002107046078890562, 0.0008196423877961934, 0.0010178072843700647, 0.0034179650247097015, 0.003321510273963213, 0.001185992150567472, 0.0012601594207808375, 0.0019697179086506367, 0.0024051701184362173, 0.0024951237719506025, 0.0016985901165753603, 0.0008933681529015303, 0.0026348151732236147, 0.0022721344139426947, 0.002187489066272974, 0.0034380052238702774, 0.0012987671652808785, 0.0019558521453291178, 0.0019726641476154327, 0.004039928317070007, 0.0011884578270837665, 0.0013640717370435596, 0.002351576928049326, 0.0017441313248127699, 0.002753612119704485, 0.0022572369780391455, 0.000875074474606663, 0.0014731809496879578, 0.0012128944508731365, 0.0016913097351789474, 0.0013352109817788005, 0.0018204156076535583, 0.002597093116492033, 0.001695125363767147, 0.0021118181757628918, 0.001300920033827424, 0.003264945698902011, 0.0021334774792194366, 0.0015894569223746657, 0.0033225761726498604, 0.0019741980358958244, 0.002471133368089795, 0.0012695133918896317, 0.0007433390710502863, 0.00115619832649827, 0.001713245757855475, 0.0012371452758088708, 0.0015210038982331753, 0.0025363005697727203, 0.0014520491240546107, 0.0019060753984376788, 0.001355825224891305, 0.005126080941408873, 0.005392327439039946, 0.001529740053229034, 0.0016857136506587267, 0.001640605041757226, 0.0009781962726265192, 0.002223399467766285, 0.000978216645307839, 0.000802092719823122, 0.0007611869950778782, 0.0008831466548144817, 0.0011130856582894921, 0.002929684706032276, 0.000795022351667285, 0.0011695127468556166, 0.0007690791971981525, 0.0009579821489751339, 0.0022099630441516638, 0.0020910592284053564, 0.0019284303998574615, 0.0017764915246516466, 0.001595675596036017, 0.0019064639927819371, 0.0006824726588092744, 0.000599738908931613, 0.003774220822378993, 0.0014941393164917827, 0.0009382567368447781, 0.0023944873828440905, 0.0009597169701009989, 0.001185120432637632, 0.0009764159331098199, 0.0025192524772137403, 0.0043512750416994095, 0.0034812884405255318, 0.0006819032714702189, 0.0013124487595632672, 0.0019156330963596702, 0.0014584764139726758, 0.0016664088470861316, 0.0012332219630479813, 0.0005007416475564241, 0.001008689170703292, 0.002774882595986128, 0.0013977795606479049, 0.0027323286049067974, 0.0010992648312821984, 0.0013139515649527311, 0.0007719971472397447, 0.002123829908668995, 0.0013317754492163658, 0.0018582504708319902, 0.0011542998254299164, 0.001156425685621798, 0.004916309844702482, 0.0019524827366694808, 0.0009030757937580347, 0.002090000780299306, 0.0008771752472966909, 0.0012456373078748584, 0.0011170451762154698, 0.00348859466612339, 0.0012923961039632559, 0.0009392332285642624, 0.0013058203039690852, 0.0013960656942799687, 0.00264058168977499, 0.001999096479266882, 0.002592823002487421, 0.0007786734495311975, 0.0010269003687426448, 0.0005757489125244319, 0.000794619380030781, 0.0007039370248094201, 0.005373979918658733, 0.0015599046600982547, 0.0013474751031026244, 0.0006384903681464493, 0.0022374349646270275, 0.0006773089407943189, 0.004205995239317417, 0.0011005011620000005, 0.0018839627737179399, 0.00532953767105937, 0.0012500624870881438, 0.0016486060339957476, 0.0009312888723798096, 0.001029252540320158, 0.0044810716062784195, 0.0012857915135100484, 0.002390113193541765, 0.004219439812004566, 0.0009541852050460875]",unsat,"alpha_beta_crown,neuralsat,pyrat,nnenum,nnv",ok,,2026-04-28T12:18:55+00:00
