depth,width,n_params,instance_idx,method,verdict,wall_s,timeout_s,x_0_seed,eps,spec_threshold,empirical_max,ground_truth,amls_bounded_eps_2_upper,amls_levels_used,cex_x,cex_y,error,timestamp
32,512,7883265,1,alpha_beta_crown,TIMEOUT,320.25,300,1277580153,0.1000,0.323607,0.000000,unsat,,,,,,2026-05-03T10:42:10.395490+00:00
