instance_idx,box_idx,onnx_file,vnnlib_file,ground_truth,method,verdict,q,coverage,epsilon_total,amls_bounded_eps_2_upper,flow_train_s,verify_s,wall_s,error,timestamp
63,0,ACASXU_run2a_3_7_batch_2000.onnx,prop_3.vnnlib,unsat,raw_mc_uniform,UNKNOWN,4.097198,1.0000,4.4445e-03,,30.2,0.1,30.2,,2026-05-06T19:56:44.430820+00:00
64,0,ACASXU_run2a_4_5_batch_2000.onnx,prop_2.vnnlib,sat,raw_mc_uniform,UNKNOWN,10.464707,0.9990,1.3012e-02,,29.8,0.0,29.8,,2026-05-06T19:57:14.532629+00:00
65,0,ACASXU_run2a_2_9_batch_2000.onnx,prop_1.vnnlib,unsat,raw_mc_uniform,UNKNOWN,5.724533,1.0000,4.4445e-03,,29.3,0.0,29.3,,2026-05-06T19:58:06.587608+00:00
66,0,ACASXU_run2a_2_4_batch_2000.onnx,prop_1.vnnlib,unsat,raw_mc_uniform,UNKNOWN,6.929574,1.0000,4.4445e-03,,29.0,0.0,29.1,,2026-05-06T19:58:58.446461+00:00
67,0,ACASXU_run2a_3_3_batch_2000.onnx,prop_9.vnnlib,unsat,raw_mc_uniform,UNKNOWN,4.326838,1.0000,1.0772e-02,,29.3,0.0,29.3,,2026-05-06T19:59:30.026094+00:00
68,0,ACASXU_run2a_1_9_batch_2000.onnx,prop_7.vnnlib,sat,raw_mc_uniform,UNKNOWN,35.192654,1.0000,4.4445e-03,,26.9,0.0,27.0,,2026-05-06T20:00:10.101654+00:00
69,0,ACASXU_run2a_5_9_batch_2000.onnx,prop_2.vnnlib,sat,raw_mc_uniform,UNKNOWN,7.535172,1.0000,1.4323e-01,,28.3,0.0,28.4,,2026-05-06T20:00:38.758322+00:00
70,0,ACASXU_run2a_3_5_batch_2000.onnx,prop_1.vnnlib,unsat,raw_mc_uniform,UNKNOWN,11.257613,1.0000,4.4445e-03,,27.4,0.1,27.4,,2026-05-06T20:01:31.577007+00:00
71,0,ACASXU_run2a_3_6_batch_2000.onnx,prop_1.vnnlib,unsat,raw_mc_uniform,UNKNOWN,11.673091,1.0000,4.4445e-03,,29.3,0.0,29.4,,2026-05-06T20:02:23.820197+00:00
72,0,ACASXU_run2a_5_6_batch_2000.onnx,prop_2.vnnlib,sat,raw_mc_uniform,UNKNOWN,40.513744,0.9995,3.5665e-02,,29.0,0.0,29.0,,2026-05-06T20:02:53.154324+00:00
73,0,ACASXU_run2a_5_9_batch_2000.onnx,prop_1.vnnlib,unsat,raw_mc_uniform,UNKNOWN,7.535172,1.0000,4.4445e-03,,24.9,0.1,25.0,,2026-05-06T20:03:40.888034+00:00
74,0,ACASXU_run2a_4_1_batch_2000.onnx,prop_1.vnnlib,unsat,raw_mc_uniform,UNKNOWN,332.995483,1.0000,4.4445e-03,,30.1,0.1,30.1,,2026-05-06T20:04:36.126747+00:00
75,0,ACASXU_run2a_4_5_batch_2000.onnx,prop_1.vnnlib,unsat,raw_mc_uniform,UNKNOWN,10.464707,0.9990,4.4445e-03,,29.6,0.0,29.7,,2026-05-06T20:05:28.306107+00:00
76,0,ACASXU_run2a_5_3_batch_2000.onnx,prop_3.vnnlib,unsat,raw_mc_uniform,UNKNOWN,3.814319,0.9995,4.4445e-03,,28.8,0.0,28.9,,2026-05-06T20:06:19.819665+00:00
77,0,ACASXU_run2a_4_3_batch_2000.onnx,prop_4.vnnlib,unsat,raw_mc_uniform,UNKNOWN,3.887973,1.0000,4.4445e-03,,27.5,0.0,27.5,,2026-05-06T20:07:09.985976+00:00
