instance_idx,box_idx,onnx_file,vnnlib_file,ground_truth,method,verdict,q,coverage,epsilon_total,amls_bounded_eps_2_upper,flow_train_s,verify_s,wall_s,error,timestamp
112,0,ACASXU_run2a_1_4_batch_2000.onnx,prop_3.vnnlib,unsat,is_tilted,UNSAT,3.987602,1.0000,1.0000e-03,,27.8,0.1,27.9,,2026-05-06T20:34:12.166062+00:00
113,0,ACASXU_run2a_4_5_batch_2000.onnx,prop_4.vnnlib,unsat,is_tilted,UNSAT,4.595300,1.0000,1.0000e-03,,30.0,0.1,30.1,,2026-05-06T20:35:12.801644+00:00
114,0,ACASXU_run2a_1_1_batch_2000.onnx,prop_5.vnnlib,unsat,is_tilted,UNKNOWN,5.984825,1.0000,1.0000e-03,,30.7,0.4,31.1,,2026-05-06T20:36:02.860223+00:00
115,0,ACASXU_run2a_2_1_batch_2000.onnx,prop_3.vnnlib,unsat,is_tilted,UNSAT,4.187854,1.0000,1.0000e-03,,30.1,0.1,30.3,,2026-05-06T20:37:03.757551+00:00
116,0,ACASXU_run2a_5_7_batch_2000.onnx,prop_3.vnnlib,unsat,is_tilted,UNSAT,4.060166,1.0000,1.0000e-03,,30.5,0.1,30.6,,2026-05-06T20:38:04.900281+00:00
117,0,ACASXU_run2a_5_4_batch_2000.onnx,prop_1.vnnlib,unsat,is_tilted,UNSAT,6.935943,1.0000,1.0000e-03,,30.0,0.1,30.1,,2026-05-06T20:39:05.281633+00:00
118,0,ACASXU_run2a_5_2_batch_2000.onnx,prop_3.vnnlib,unsat,is_tilted,UNSAT,4.092597,1.0000,1.0000e-03,,30.0,0.1,30.1,,2026-05-06T20:40:05.834392+00:00
119,0,ACASXU_run2a_1_6_batch_2000.onnx,prop_1.vnnlib,unsat,is_tilted,UNSAT,7.911792,1.0000,1.0000e-03,,30.0,0.1,30.1,,2026-05-06T20:41:06.223258+00:00
120,0,ACASXU_run2a_4_1_batch_2000.onnx,prop_2.vnnlib,sat,is_tilted,UNKNOWN,332.995483,1.0000,1.0000e-03,,28.0,0.1,28.1,,2026-05-06T20:41:34.620929+00:00
121,0,ACASXU_run2a_3_6_batch_2000.onnx,prop_2.vnnlib,sat,is_tilted,UNKNOWN,11.673091,1.0000,1.0000e-03,,25.3,0.1,25.4,,2026-05-06T20:42:00.300817+00:00
122,0,ACASXU_run2a_1_1_batch_2000.onnx,prop_2.vnnlib,unsat,is_tilted,UNSAT,5.455412,0.9995,1.0000e-03,,28.8,0.1,28.9,,2026-05-06T20:42:52.151124+00:00
123,0,ACASXU_run2a_4_7_batch_2000.onnx,prop_1.vnnlib,unsat,is_tilted,UNSAT,9.251959,1.0000,1.0000e-03,,28.7,0.1,28.8,,2026-05-06T20:43:43.697289+00:00
124,0,ACASXU_run2a_4_2_batch_2000.onnx,prop_3.vnnlib,unsat,is_tilted,UNSAT,3.602916,0.9990,1.0000e-03,,29.0,0.1,29.1,,2026-05-06T20:44:43.284506+00:00
