instance_idx,box_idx,onnx_file,vnnlib_file,ground_truth,method,verdict,q,coverage,epsilon_total,amls_bounded_eps_2_upper,flow_train_s,verify_s,wall_s,error,timestamp
94,0,ACASXU_run2a_1_4_batch_2000.onnx,prop_4.vnnlib,unsat,amls,UNSAT,4.028908,0.9995,1.0000e-03,,28.6,11.3,39.9,,2026-05-06T20:20:29.996174+00:00
95,0,ACASXU_run2a_3_8_batch_2000.onnx,prop_2.vnnlib,sat,amls,UNKNOWN,6.735633,1.0000,1.0000e-03,,29.1,0.1,29.2,,2026-05-06T20:21:10.745635+00:00
96,0,ACASXU_run2a_3_4_batch_2000.onnx,prop_1.vnnlib,unsat,amls,UNSAT,9.131055,1.0000,1.0000e-03,,29.7,15.1,44.8,,2026-05-06T20:21:55.874129+00:00
97,0,ACASXU_run2a_1_2_batch_2000.onnx,prop_1.vnnlib,unsat,amls,UNSAT,14.022133,0.9985,1.0000e-03,,27.1,15.0,42.1,,2026-05-06T20:22:53.372697+00:00
98,0,ACASXU_run2a_2_3_batch_2000.onnx,prop_2.vnnlib,sat,amls,UNKNOWN,8.141217,1.0000,1.0000e-03,,30.1,0.1,30.2,,2026-05-06T20:23:38.904701+00:00
99,0,ACASXU_run2a_3_2_batch_2000.onnx,prop_1.vnnlib,unsat,amls,UNSAT,10.662302,1.0000,1.0000e-03,,29.6,15.1,44.7,,2026-05-06T20:24:23.953395+00:00
100,0,ACASXU_run2a_4_9_batch_2000.onnx,prop_3.vnnlib,unsat,amls,UNSAT,3.811904,1.0000,1.0000e-03,,29.3,11.3,40.6,,2026-05-06T20:25:20.014698+00:00
101,0,ACASXU_run2a_3_1_batch_2000.onnx,prop_3.vnnlib,unsat,amls,UNSAT,4.606270,0.9995,1.0000e-03,,27.7,11.3,39.0,,2026-05-06T20:26:10.710984+00:00
102,0,ACASXU_run2a_2_9_batch_2000.onnx,prop_4.vnnlib,unsat,amls,UNSAT,3.189683,1.0000,1.0000e-03,,28.0,11.2,39.3,,2026-05-06T20:27:01.680752+00:00
103,0,ACASXU_run2a_2_9_batch_2000.onnx,prop_2.vnnlib,sat,amls,UNKNOWN,5.724533,1.0000,1.0000e-03,,28.5,0.0,28.5,,2026-05-06T20:27:41.690525+00:00
104,0,ACASXU_run2a_1_4_batch_2000.onnx,prop_2.vnnlib,sat,amls,UNKNOWN,8.996649,1.0000,1.0000e-03,,28.1,0.0,28.1,,2026-05-06T20:28:10.069599+00:00
105,0,ACASXU_run2a_4_8_batch_2000.onnx,prop_4.vnnlib,unsat,amls,UNSAT,4.119376,0.9995,1.0000e-03,,27.1,11.2,38.3,,2026-05-06T20:28:48.830506+00:00
106,0,ACASXU_run2a_4_2_batch_2000.onnx,prop_4.vnnlib,unsat,amls,UNSAT,4.347111,0.9995,1.0000e-03,,29.0,11.2,40.2,,2026-05-06T20:29:40.694257+00:00
107,0,ACASXU_run2a_2_6_batch_2000.onnx,prop_1.vnnlib,unsat,amls,UNSAT,5.243239,0.9985,1.0000e-03,,29.8,11.2,41.0,,2026-05-06T20:30:33.136146+00:00
108,0,ACASXU_run2a_4_6_batch_2000.onnx,prop_2.vnnlib,sat,amls,UNKNOWN,9.180662,1.0000,1.0000e-03,,27.2,0.0,27.2,,2026-05-06T20:31:11.859901+00:00
109,0,ACASXU_run2a_5_4_batch_2000.onnx,prop_4.vnnlib,unsat,amls,UNSAT,3.955501,0.9995,1.0000e-03,,25.8,11.2,37.0,,2026-05-06T20:31:49.306538+00:00
110,0,ACASXU_run2a_2_4_batch_2000.onnx,prop_3.vnnlib,unsat,amls,UNSAT,4.032305,0.9995,1.0000e-03,,25.4,11.2,36.6,,2026-05-06T20:32:37.594680+00:00
111,0,ACASXU_run2a_3_4_batch_2000.onnx,prop_2.vnnlib,sat,amls,UNKNOWN,9.131055,1.0000,1.0000e-03,,28.2,0.0,28.2,,2026-05-06T20:33:17.270070+00:00
