instance_idx,box_idx,onnx_file,vnnlib_file,ground_truth,method,verdict,q,coverage,epsilon_total,amls_bounded_eps_2_upper,flow_train_s,verify_s,wall_s,error,timestamp
35,0,ACASXU_run2a_3_4_batch_2000.onnx,prop_4.vnnlib,unsat,amls_bounded,UNSAT,4.441386,0.9995,1.0000e-03,3.1125e-30,28.4,11.3,39.7,,2026-05-06T19:30:14.079976+00:00
36,0,ACASXU_run2a_1_6_batch_2000.onnx,prop_4.vnnlib,unsat,amls_bounded,UNSAT,3.512717,0.9990,1.0000e-03,3.1125e-30,29.9,11.3,41.1,,2026-05-06T19:31:06.914001+00:00
37,0,ACASXU_run2a_1_5_batch_2000.onnx,prop_2.vnnlib,sat,amls_bounded,UNKNOWN,8.452727,0.9995,1.0000e-03,2.2319e-17,29.7,5.3,35.0,,2026-05-06T19:31:47.207115+00:00
38,0,ACASXU_run2a_1_1_batch_2000.onnx,prop_6.vnnlib,unsat,amls_bounded,UNSAT,124.523956,1.0000,1.0000e-03,3.1125e-30,29.2,45.2,74.4,,2026-05-06T19:33:47.902600+00:00
38,1,ACASXU_run2a_1_1_batch_2000.onnx,prop_6.vnnlib,unsat,amls_bounded,UNSAT,20.750517,1.0000,1.0000e-03,3.1125e-30,28.9,45.2,74.1,,2026-05-06T19:35:48.564289+00:00
39,0,ACASXU_run2a_2_6_batch_2000.onnx,prop_2.vnnlib,sat,amls_bounded,UNKNOWN,5.243239,0.9985,4.1681e-02,4.0721e-02,28.4,0.0,28.5,,2026-05-06T19:36:17.601778+00:00
40,0,ACASXU_run2a_1_1_batch_2000.onnx,prop_4.vnnlib,unsat,amls_bounded,UNSAT,3.893145,1.0000,1.0000e-03,3.1125e-30,28.4,11.2,39.6,,2026-05-06T19:37:08.892447+00:00
41,0,ACASXU_run2a_5_1_batch_2000.onnx,prop_1.vnnlib,unsat,amls_bounded,UNSAT,6.039131,0.9995,1.0000e-03,3.1125e-30,29.1,11.3,40.4,,2026-05-06T19:38:00.725858+00:00
42,0,ACASXU_run2a_4_3_batch_2000.onnx,prop_1.vnnlib,unsat,amls_bounded,UNSAT,12.087645,1.0000,1.0000e-03,3.1125e-30,28.9,11.8,40.7,,2026-05-06T19:38:52.612687+00:00
43,0,ACASXU_run2a_5_2_batch_2000.onnx,prop_2.vnnlib,sat,amls_bounded,UNKNOWN,8.088700,1.0000,5.2280e-02,5.1331e-02,29.9,0.0,30.0,,2026-05-06T19:39:22.902047+00:00
44,0,ACASXU_run2a_5_9_batch_2000.onnx,prop_3.vnnlib,unsat,amls_bounded,UNSAT,5.446670,0.9995,1.0000e-03,3.1125e-30,26.1,15.1,41.2,,2026-05-06T19:40:17.870445+00:00
45,0,ACASXU_run2a_1_5_batch_2000.onnx,prop_3.vnnlib,unsat,amls_bounded,UNSAT,4.391994,1.0000,1.0000e-03,3.1125e-30,28.9,12.1,41.0,,2026-05-06T19:41:10.301354+00:00
46,0,ACASXU_run2a_4_4_batch_2000.onnx,prop_2.vnnlib,sat,amls_bounded,UNKNOWN,22.346094,1.0000,1.4449e-02,1.3462e-02,28.7,0.0,28.7,,2026-05-06T19:41:39.316938+00:00
47,0,ACASXU_run2a_2_9_batch_2000.onnx,prop_8.vnnlib,sat,amls_bounded,UNKNOWN,6.859711,0.9990,1.5154e-02,1.4168e-02,28.7,29.9,58.7,,2026-05-06T19:43:00.376579+00:00
48,0,ACASXU_run2a_1_3_batch_2000.onnx,prop_2.vnnlib,sat,amls_bounded,UNSAT,7.212758,1.0000,1.0000e-03,3.1125e-30,29.6,15.1,44.7,,2026-05-06T19:44:00.375794+00:00
49,0,ACASXU_run2a_2_3_batch_2000.onnx,prop_1.vnnlib,unsat,amls_bounded,UNSAT,8.141217,1.0000,1.0000e-03,3.1125e-30,29.4,12.4,41.9,,2026-05-06T19:44:53.509435+00:00
50,0,ACASXU_run2a_3_1_batch_2000.onnx,prop_4.vnnlib,unsat,amls_bounded,UNSAT,3.833439,0.9995,1.0000e-03,3.1125e-30,30.0,13.6,43.6,,2026-05-06T19:45:52.710256+00:00
51,0,ACASXU_run2a_5_1_batch_2000.onnx,prop_2.vnnlib,sat,amls_bounded,UNKNOWN,6.039131,0.9995,2.8270e-02,2.7298e-02,29.7,0.0,29.8,,2026-05-06T19:46:22.790284+00:00
52,0,ACASXU_run2a_4_6_batch_2000.onnx,prop_4.vnnlib,unsat,amls_bounded,UNSAT,3.499807,1.0000,1.0000e-03,3.1125e-30,27.5,15.1,42.6,,2026-05-06T19:47:20.894659+00:00
53,0,ACASXU_run2a_1_8_batch_2000.onnx,prop_3.vnnlib,sat,amls_bounded,UNKNOWN,4.225847,1.0000,1.0000e+00,1.0000e+00,29.5,0.0,29.5,,2026-05-06T19:47:50.701809+00:00
54,0,ACASXU_run2a_5_5_batch_2000.onnx,prop_4.vnnlib,unsat,amls_bounded,UNSAT,4.222649,1.0000,1.0000e-03,3.1125e-30,29.5,15.2,44.7,,2026-05-06T19:48:50.943741+00:00
55,0,ACASXU_run2a_5_4_batch_2000.onnx,prop_2.vnnlib,sat,amls_bounded,UNKNOWN,6.935943,1.0000,6.0375e-02,5.9434e-02,28.7,0.0,28.7,,2026-05-06T19:49:19.920848+00:00
56,0,ACASXU_run2a_2_7_batch_2000.onnx,prop_3.vnnlib,unsat,amls_bounded,UNSAT,4.238321,0.9995,1.0000e-03,3.1125e-30,27.7,11.2,38.9,,2026-05-06T19:50:10.363359+00:00
57,0,ACASXU_run2a_1_8_batch_2000.onnx,prop_1.vnnlib,unsat,amls_bounded,UNSAT,5.280363,1.0000,1.0000e-03,3.1125e-30,28.9,11.2,40.2,,2026-05-06T19:51:01.996175+00:00
58,0,ACASXU_run2a_5_6_batch_2000.onnx,prop_1.vnnlib,unsat,amls_bounded,UNSAT,40.513744,0.9995,1.0000e-03,3.1125e-30,26.3,11.2,37.5,,2026-05-06T19:51:50.911317+00:00
59,0,ACASXU_run2a_5_1_batch_2000.onnx,prop_4.vnnlib,unsat,amls_bounded,UNSAT,4.490248,1.0000,1.0000e-03,3.1125e-30,28.2,15.1,43.3,,2026-05-06T19:52:49.699830+00:00
60,0,ACASXU_run2a_3_9_batch_2000.onnx,prop_4.vnnlib,unsat,amls_bounded,UNSAT,3.958579,0.9995,1.0000e-03,3.1125e-30,28.8,15.1,43.9,,2026-05-06T19:53:49.179028+00:00
61,0,ACASXU_run2a_5_4_batch_2000.onnx,prop_3.vnnlib,unsat,amls_bounded,UNSAT,4.242738,1.0000,1.0000e-03,3.1125e-30,29.9,15.1,45.0,,2026-05-06T19:54:49.097061+00:00
62,0,ACASXU_run2a_4_9_batch_2000.onnx,prop_4.vnnlib,unsat,amls_bounded,UNSAT,5.042088,0.9990,1.0000e-03,3.1125e-30,29.8,15.2,45.0,,2026-05-06T19:55:49.704536+00:00
63,0,ACASXU_run2a_3_7_batch_2000.onnx,prop_3.vnnlib,unsat,amls_bounded,UNSAT,4.097198,1.0000,1.0000e-03,3.1125e-30,30.2,12.9,43.1,,2026-05-06T19:56:44.267905+00:00
64,0,ACASXU_run2a_4_5_batch_2000.onnx,prop_2.vnnlib,sat,amls_bounded,UNKNOWN,10.464707,0.9990,1.3012e-02,1.2024e-02,29.8,0.0,29.8,,2026-05-06T19:57:14.394337+00:00
65,0,ACASXU_run2a_2_9_batch_2000.onnx,prop_1.vnnlib,unsat,amls_bounded,UNSAT,5.724533,1.0000,1.0000e-03,3.1125e-30,29.3,11.3,40.5,,2026-05-06T19:58:06.448821+00:00
66,0,ACASXU_run2a_2_4_batch_2000.onnx,prop_1.vnnlib,unsat,amls_bounded,UNSAT,6.929574,1.0000,1.0000e-03,3.1125e-30,29.0,11.3,40.3,,2026-05-06T19:58:58.307759+00:00
67,0,ACASXU_run2a_3_3_batch_2000.onnx,prop_9.vnnlib,unsat,amls_bounded,UNKNOWN,4.326838,1.0000,8.3698e-03,7.3771e-03,29.3,1.2,30.5,,2026-05-06T19:59:29.494579+00:00
68,0,ACASXU_run2a_1_9_batch_2000.onnx,prop_7.vnnlib,sat,amls_bounded,UNKNOWN,35.192654,1.0000,1.0000e-03,4.4935e-10,26.9,5.9,32.9,,2026-05-06T20:00:09.851553+00:00
